NotaCN,NotaCH,NotaLC,NotaMT,NotaRE,Sexo,EscolaPublica,Cor
642.2,734.4,623.1,792.5,920,M,N,B
593.2,605.3,597.7,681.5,820,F,S,Pr
419.7,498,497.3,528.1,600,F,S,Pa
551.4,560.4,572,654.7,640,F,N,Pr
469.3,527.6,457.4,521.8,620,F,N,B
458.3,498.6,487.8,497.7,540,M,N,B
494.5,561.3,506.6,583,580,F,N,Pr
520.4,630.6,575.1,465.7,860,F,S,Pr
420.9,434.3,465.3,444.2,520,M,S,Pr
609.8,631.8,637.7,757,620,M,S,B
479.4,361.9,513.1,469.5,500,F,S,B
369,350.7,471.8,517.8,440,M,S,B
570.6,589.6,540.9,653,660,M,N,B
380.4,573,570.4,626.6,540,M,S,Pr
527.9,517.8,499.8,504.9,460,F,S,B
515.4,492.3,474.7,391.2,600,F,S,Pr
467.6,577.6,583.3,476.8,660,F,N,B
582.3,585.5,591.2,508.8,800,F,S,B
523.9,567.6,534,403.5,560,M,S,B
521.2,601.3,579.8,492.6,840,F,S,B
390.3,400.3,469.8,375.9,340,F,S,Pr
462.7,518.2,468.2,509.1,760,M,S,Pr
410.2,399.6,508,481.5,560,M,S,Pa
571.7,598,556,601.5,820,F,S,B
387.7,480.5,480.6,393.2,280,F,S,Pa
523.6,527.2,573.9,378.4,620,M,S,Pr
448.9,439.3,379.8,373,540,F,S,Pr
572.1,543.7,566.4,631.8,520,M,N,B
470.7,558.5,557.4,586.2,500,M,S,Pr
480.2,488.7,529.3,603.4,340,F,S,B
525.6,475.7,502.7,444.8,580,F,S,B
357.6,392.9,462.8,516.7,640,F,N,Pr
369.9,403.5,415.4,443.7,460,M,S,B
533.8,549.8,580.3,608.2,940,F,S,A
406.2,426.9,521.8,550.6,480,F,S,B
497.7,563.8,534.9,403,660,F,S,Pr
422.8,438.4,535.1,543.8,600,M,S,Pr
426.5,452.9,510.1,548.4,460,F,S,Pr
468.2,404.8,491.5,465.4,560,F,S,B
528.2,592.1,565.4,552.6,880,F,S,B
457.9,472.3,461.4,570.6,540,F,S,B
507.4,489.8,523.5,474.2,820,M,S,Pr
494.6,501.4,477,484.4,560,M,S,Pr
458.6,405.6,413.9,373.9,400,M,S,Pa
590.9,591.7,542.3,744,620,M,N,A
460.2,519.7,518.8,641.7,820,M,S,Pr
489.9,371,529.5,381.2,560,F,S,B
409,518.6,525.3,432,560,F,S,Pr
602.1,575.3,576.7,678.1,820,M,N,B
460.3,446.5,485.2,471.2,620,F,S,Pa
436.6,528.9,468,466.7,500,F,S,Pr
502.1,414.5,509.7,598.8,580,M,S,Pr
593.3,600.3,598.1,664.4,740,M,N,B
427.5,544.7,534.4,393.3,440,M,S,Pa
440.2,556,541.6,572.3,580,F,S,Pr
392.7,444,503.2,472.8,620,M,S,B
510.1,567.2,588,589.3,640,M,N,Pr
403.2,390.7,430.5,507,300,F,S,Pr
520.2,568,565.9,462.4,800,F,S,Pr
475.5,548.6,522.2,651,880,M,N,B
416.5,471.1,500.7,454.1,440,F,S,B
555.3,507.7,561.5,575.3,540,F,N,Pr
424.2,571.2,540.6,403,640,F,S,B
549.1,576,625.1,658.6,840,F,N,B
397.5,390.4,490.4,603.7,580,F,N,Pr
413.8,436,444.2,366,500,F,S,Pr
585.5,579.3,556.4,613.3,680,F,S,B
476.8,445.5,500.9,488.3,340,M,S,Pr
423.9,547.3,566.5,577.2,500,M,S,Pa
403.7,465.1,497.7,450.5,520,F,S,Pr
528.8,411,511.3,451.2,820,F,S,B
409.1,497.3,502.5,489.7,460,M,S,B
424.7,489.4,537.6,434,560,F,S,Pr
456,503.2,520.8,458.7,480,F,S,B
499.4,553,558.9,400.7,640,F,S,Pr
545.5,521.1,519.5,606.2,560,M,N,Pr
402.6,489,488.7,436.3,560,F,S,Pr
471.4,516.3,536.5,494.5,560,M,S,Pr
633.5,640.8,636.8,845.2,880,F,N,B
397.3,489,530.3,446.6,260,M,S,B
385.9,382.5,527.6,381.3,480,F,S,B
586.9,548.5,557.7,739.1,840,M,S,A
590.5,600.8,616.2,673.7,720,F,N,B
526.8,543.6,542.5,551.3,740,F,S,Pr
515.9,583.4,551.7,563.6,680,F,S,B
400.8,358.3,489.6,481.8,620,F,S,Pa
349.9,412.7,460.4,458.2,440,M,S,Pa
551.8,644.6,578.7,606.7,560,M,S,Pr
453.3,456,470.2,451.6,500,F,S,B
418.5,461.1,440.7,405.6,480,F,S,B
438.6,522.2,543.2,531.4,580,F,S,Pr
657.2,669.4,719.1,690.8,740,F,N,Pr
489.3,536.2,524.9,501.8,600,M,S,Pa
564.8,605.6,605.6,610.5,860,M,N,B
385.5,379,489.1,440.2,480,F,S,Pr
331.9,519.6,493.9,471.1,560,F,S,B
569.4,541.1,583,418.9,680,M,S,B
510.6,428,525.5,423.2,440,M,S,B
412.4,491.5,521.1,458,560,F,S,Pr
455.3,468.3,524.4,366.8,640,F,S,B
340.2,407.1,477.1,477.9,560,F,S,Pa
427.8,472.9,509.1,494.9,560,M,S,Pr
450.6,445.5,507.3,530.5,580,F,S,A
414.5,505.4,463.2,516.4,460,F,S,Pr
581.8,528.4,492.4,749.3,700,M,N,Pr
368,443.1,471.5,414.2,580,F,S,Pr
457.6,497.8,482.3,456.4,440,F,S,Pr
482.1,489.8,534.9,564,680,F,S,B
505,569,592,607.5,680,F,N,B
579.6,630.8,600.2,656.8,660,M,N,B
545.1,591.4,570.9,633,760,M,S,B
392,448.6,485.3,383.6,620,F,S,Pa
424.9,408.8,411.2,425,280,F,S,B
453.5,503.5,517.7,508.7,600,M,S,Pr
435.3,428.9,453.1,362.4,680,F,S,B
424,388.6,443.5,445.2,280,F,S,Pr
582.5,588.5,578.8,628.1,700,M,S,Pr
476.6,555.1,520.5,531.2,680,M,S,Pr
385.4,443.2,442.8,572.9,800,M,N,B
551.2,551.9,539,586.1,640,F,S,Pa
596.9,538.8,553.4,635,760,F,S,B
395.1,418.8,490.9,512,420,F,S,B
416.2,452,570.6,562.4,460,F,S,B
631.5,626.3,600.3,723.2,660,M,S,B
459.9,486,506.9,462.6,500,F,S,Pa
501.2,553.9,520.3,478.2,620,M,S,Pa
411.9,394.9,458.2,415.1,440,F,S,Pa
464,448.2,405.9,439.5,640,M,S,Pr
542.1,343.3,545.9,729.2,700,M,S,B
368.3,332,378.7,407.8,280,F,S,Pr
517.4,482.8,469.8,359.9,640,M,S,B
424.9,515.4,556.8,416.4,580,M,S,B
401.5,506.8,532.9,568,660,F,S,Pr
568.6,601.6,561.5,754.2,700,M,S,B
587.4,583.4,585.7,618.7,800,M,N,B
470.6,544.9,557.3,552.8,660,M,S,Pr
578.3,604.1,611.5,609.4,600,F,S,B
428.8,405.5,436.8,417.9,340,M,S,Pr
541.3,674.8,592.7,674.8,560,M,N,Pr
375.3,506.8,495.9,402.3,580,F,S,B
553.6,508.1,530.4,527.3,760,F,S,Pr
519.3,567.8,557.6,459.4,740,M,N,Pr
462,437.8,491.3,709.6,660,M,N,B
396.2,427.6,472.5,410.8,480,F,S,Pr
369.1,421,483.3,398.6,420,M,S,Pr
486.7,557.1,569.4,694.5,680,F,N,Pr
441.2,446.3,536,621,700,M,N,B
434.9,343.1,521.2,517,320,M,N,B
477.3,524.4,554.5,711.2,560,M,S,Pr
399.9,495,479.7,467.4,400,M,S,Pr
635.9,627.3,596.3,708.6,800,F,S,B
424.6,441.6,533.8,593.5,720,F,S,B
382.5,375.4,391.4,477.3,300,M,S,Pr
477.3,338.4,478.9,584.4,560,M,S,Pa
473.4,538.3,550,673.2,320,M,S,B
447.7,393.2,448.1,506.6,320,F,S,Pr
442.2,509.3,540.1,601.2,640,M,S,Pr
560.2,592.8,611.4,489.4,820,F,S,B
606.2,591.7,589.8,643,640,F,S,B
455.9,439.4,470.2,453.9,480,M,S,B
474.7,441,510.8,541.2,600,F,S,Pr
574.1,617.4,598,634.9,860,F,S,Pr
372.3,509.1,493,407.5,540,F,S,B
557.6,610.2,574,524.8,880,F,N,B
513.9,510.7,538.9,471.6,600,F,S,Pa
441.8,479.7,509.6,399.4,400,F,N,A
509.5,440.1,518.2,503.7,560,M,S,B
357,342.6,420.6,386.5,500,F,S,Pr
603.3,684,631.1,752.8,940,F,S,B
482.7,509,535.6,602.6,520,M,S,Pr
507.1,516.2,551.5,647.3,560,M,S,B
598,683.4,660.9,784,840,M,N,B
677,727.6,638.5,813,880,M,N,Pr
531.6,624.3,572.4,505.5,760,F,S,B
370.5,468.8,324.9,463.5,440,M,S,B
383.4,433.3,467,431.1,560,M,N,Pr
625.6,658.3,619.1,744.7,800,M,N,B
415.6,526.1,502.9,500.6,320,F,S,B
533.4,473.3,409.9,428.1,460,M,S,Pr
531,546.3,585.2,669.1,660,M,S,Pr
405.7,443.8,382.2,438.1,560,F,S,Pr
427.7,471.1,563.8,482,700,F,S,Pr
374.6,540.6,533.2,460.8,280,F,S,B
473.4,527.1,558.3,656.5,640,M,N,Pr
440.1,480.2,509.5,425.5,600,F,S,A
447,450.2,514.1,404.9,520,F,S,B
444.5,391.8,427.6,456.9,320,M,S,Pr
399.3,516.2,511.5,466.1,700,F,S,B
553.7,568,579.4,635.3,720,M,S,Pr
608.4,592.9,516.1,680.6,960,F,S,B
606.2,559,586.2,688.4,720,F,S,Pr
453.9,515.2,565.6,467.6,560,F,N,Pr
569.7,609.3,585.3,721,900,M,N,Pa
360.3,469.3,536.7,610.5,520,F,S,Pr
562,558.4,548.5,578.9,580,F,S,Pa
411.3,432.4,413.8,410.1,380,F,S,Pr
580.1,614,641.1,710.9,720,F,N,B
546.4,544.8,533.4,529,640,F,S,B
391.1,480.6,510,472.3,320,F,S,B
413.4,364,399.5,420.2,560,M,S,B
480,461.9,384.8,593.6,460,F,S,Pa
424.5,338.6,452,470.2,520,F,S,Pr
495.3,355.5,518.1,567.4,460,F,S,Pr
583.9,580.7,606.5,674.9,900,F,S,Pr
515.2,580.1,578.2,429.9,820,F,N,B
661.4,663.5,639.4,607.1,620,M,N,B
480,527.2,584.5,544.7,580,M,S,Pr
577.8,568.1,567.9,548.9,560,M,S,B
410.3,546.2,543.2,463.6,500,F,S,Pa
496.2,443.1,506,411.8,520,F,S,Pr
480.8,333.8,425.5,460.4,420,F,S,Pr
598.8,688,616.8,760.8,740,M,N,B
455.7,474.7,543.9,392.5,520,F,N,B
485.6,390,403.6,370.3,180,F,S,Pa
429.6,435.5,355,489.9,320,F,S,Pr
548.9,562.3,527.5,503.6,480,F,S,B
509.8,576.9,552.9,535.4,600,F,S,Pa
625,605.4,577.7,795.4,880,M,N,B
540.7,590.1,582.1,666.6,640,M,S,Pr
647.4,389.8,415.5,589.8,740,M,S,Pr
713.3,676.3,638.7,748.9,740,M,N,B
440.5,483.4,475.4,522.8,560,F,S,B
425.3,457.8,457.7,421.4,620,F,S,Pr
492.8,439.6,446.9,466.6,560,M,S,Pa
578.1,641.4,583.7,693.7,820,M,S,B
491.6,606.8,588.9,510.2,680,F,S,A
595.5,601.4,613.7,747,660,M,N,B
436.7,497,514.4,513.7,600,F,S,Pr
586.8,487.2,558.4,683.3,760,M,N,Pr
371.4,478.6,513.4,685.6,680,M,S,B
501.8,489.5,537,540.6,580,M,S,B
542,489.5,536.5,544.8,600,F,S,Pa
405.4,544.9,525.9,409.4,640,M,S,Pa
550.4,479,509.3,576.1,360,F,S,Pr
461.2,583.7,567.5,524.3,620,F,N,B
465.5,571.1,563.1,538.2,880,M,S,B
371,483.1,404.3,389.6,500,F,S,Pr
614.1,593.9,563.2,578.5,540,M,S,B
419.1,347,413.9,476.1,560,M,S,Pa
470.1,542.6,542.1,673.8,620,M,S,B
520.7,655.2,624.9,622.7,620,F,N,B
459.1,583.7,560.5,562.2,520,F,S,Pr
465.9,485.6,508.9,477.7,320,M,S,Pr
515.5,576.1,570.3,620.5,620,M,S,B
496.1,495.7,576.3,596.8,540,M,S,Pr
621.6,589,561.7,746.4,560,M,S,Pr
361.2,503.5,494.4,410.7,720,F,S,Pr
649,631.7,614.5,754.4,920,M,S,B
570.9,635.5,594.1,575.8,740,M,S,Pr
477.1,543.6,521.6,418.3,600,F,S,Pr
352.8,496,554.9,611.9,640,M,S,Pa
525.2,632.3,576.1,617.5,560,F,S,B
391.9,390.3,478.8,414.5,460,F,S,B
582,555.4,467.5,641.1,660,M,S,Pr
565.2,557.3,552.2,688.1,800,F,N,Pr
411.4,429.8,514.7,438,640,F,S,Pr
615.1,642.5,612.5,702,920,M,N,B
403,445.8,512.1,446,360,F,S,Pr
515.3,491.2,508,438.1,680,F,S,Pr
412.2,370.5,473.5,387.1,560,F,S,Pr
452.3,431.4,530.5,492.4,460,F,S,B
424.2,440.7,419.4,367.3,520,F,S,Pr
339.8,566.5,549.3,574.3,560,F,S,B
485.9,498.4,570.4,410,860,F,S,Pr
502.2,549.8,542.7,558.5,680,F,S,Pa
383.3,475.8,431.3,497.3,720,M,S,Pr
394.1,536.6,509.9,457.8,480,F,S,Pr
475.7,457.4,503.8,504,580,M,N,B
477.9,560.9,600.7,506.4,660,F,S,B
380.1,481.2,458.2,383.2,600,M,N,B
562.4,559.7,535.6,440.1,800,F,S,B
590.1,604.2,561.6,718.8,540,M,S,B
577.8,575.4,529.2,644.8,580,M,S,B
348.2,469.1,502.1,364.1,500,F,S,B
547.7,541.2,553.4,392.1,600,F,S,Pr
458.2,486.8,439.6,427.3,700,F,S,Pr
542.3,613.2,631,759.6,640,M,S,B
482.2,525.7,512.7,554.1,640,M,S,Pr
511.7,633.2,612.9,622.3,920,M,S,B
544.2,545.5,576.1,564.6,660,M,S,Pr
415.4,478.8,539.6,443.1,600,M,S,B
401.5,515.4,503.5,530.5,560,M,S,B
587.1,592.8,600.8,659.4,680,F,S,B
455.8,506.6,516,533.7,600,M,S,Pr
398.8,454.1,457.2,413,320,M,S,Pa
431.7,399.4,455.2,373.7,540,F,S,Pr
410.2,370,469.4,431.4,680,M,S,Pa
464.4,610.2,566.5,713.6,720,M,S,B
399.1,440.1,493.1,447.8,500,M,S,Pr
481.4,586.4,514.5,541.1,560,M,S,Pr
443.1,434.1,472.1,523.3,780,M,S,Pr
444.1,572.8,458.5,416.2,580,F,S,Pr
579.4,562.6,603,600.5,800,F,N,B
530,565.5,524,536.4,580,M,S,B
425.5,435.6,475,403.5,480,F,S,B
526,621.5,607.9,681.9,920,F,S,Pa
406,399.1,354.9,520.3,440,M,S,Pr
389.3,515.1,555,519.4,600,F,S,B
585.8,586.4,601.9,685.8,840,F,S,Pr
598.4,649.4,654.5,730.7,660,M,N,B
484.7,489.4,515.3,405.6,500,F,N,Pr
469.3,565.9,585.3,657.9,640,F,S,Pr
571.6,602.9,576,643.4,780,M,S,Pr
461.5,533,553.9,616.3,600,M,S,B
474.7,604.6,552,459.1,620,F,N,Pr
494.7,568.2,491.4,550.9,460,F,S,B
477.2,516.4,594.9,601.4,640,M,N,Pr
431,518,515.2,456.4,520,F,S,Pa
555.2,585.1,589.1,742,820,F,S,Pr
464.5,447.2,489.3,487.6,280,F,S,B
450.9,552.4,530.7,515.2,540,F,S,Pr
396.2,388.6,489.9,442.8,500,F,S,Pr
594.6,617.5,580.7,707.7,780,M,S,Pr
520.4,576.1,571.3,746.7,620,M,S,B
555.4,555.1,592.7,585.2,860,F,S,Pa
483.2,439.7,520.5,458.7,580,F,S,B
345.8,424.2,477.8,372.5,520,F,S,Pr
517.2,428,457.3,382.5,840,M,S,Pr
420.6,373.1,391,430.1,420,M,S,Pa
381.1,549,532.5,436.5,560,F,S,Pr
429.3,434.1,511.9,504.7,680,M,N,Pa
420.1,502.4,530.8,546.5,560,M,S,B
392.5,483.2,480.7,445.7,520,M,S,B
406.7,344.4,444.2,362.3,260,F,S,Pr
454.1,493.7,475,541,520,M,S,Pr
631.3,642.7,633,840,920,M,N,Pr
489.8,433.3,523.3,615.7,620,F,S,Pr
344.6,426,375.5,445.1,340,F,S,Pr
601,526.6,566.4,532.1,900,F,S,Pr
529.5,526,506.7,426.1,640,F,S,Pr
427.5,527.1,528.3,430.7,560,F,S,Pr
504,599.6,564.2,528.1,620,F,S,B
358.4,436.6,418.5,371.7,280,F,S,Pr
480.3,370.2,515.8,408.7,360,F,S,Pr
564.9,536,557.9,641.2,700,M,S,Pr
553.6,591.1,573,632.3,960,M,S,B
426.7,422.8,480.2,391.6,440,M,S,Pr
374.6,405.3,361.2,460.4,260,M,S,Pr
500.1,498.1,553,493.3,720,M,S,Pr
468.6,522.9,546.7,564.3,760,F,S,B
542.1,552,531,678.2,760,F,S,B
453.6,483.2,511.5,394.6,580,F,S,B
489.8,415.2,472.3,482.6,400,F,S,Pr
475,524,548.4,575.6,640,F,S,Pa
380,485.4,518.4,607.1,780,F,S,Pa
635.1,662.6,624.2,711.9,880,F,S,B
593.9,616,623.2,665.1,840,M,N,B
500.8,510.3,537.9,475.1,800,F,S,B
504.9,627.3,587.6,685.8,500,M,S,B
554.6,532.9,565.4,764.7,740,F,S,B
336.2,451.5,553,390,700,F,S,Pr
407.7,378.9,435.4,359.1,600,M,S,Pr
521.9,555.9,583.6,654.2,340,M,N,B
565.1,592.1,564.1,652.9,800,F,S,B
396.6,428.6,393.7,444.1,460,F,S,Pr
454.4,379,422.5,412.8,520,F,S,Pr
498,434.8,469.2,455.4,480,F,S,B
543.3,508.4,516,400.9,500,F,S,Pr
590.1,597,583.7,750.4,840,F,N,B
355.3,495.2,531.2,521.2,600,F,N,B
409.8,426.6,471.7,443.3,340,F,S,Pr
583.2,580.4,583.6,758.4,720,F,S,B
464.4,575.3,563.2,501.6,620,M,S,Pr
384.9,507.6,573,512.9,580,F,S,B
487.2,545.9,562.6,619.8,920,F,S,Pr
511.6,608.3,568.8,382,460,M,S,Pr
584,612,549.2,611.8,860,F,N,Pr
565.5,541.4,601.4,505.3,660,F,N,Pr
375.6,434.6,431.2,365,360,F,S,Pr
457,559.1,489.8,534.9,780,F,N,Pr
369.9,465.4,555.7,491.5,440,F,S,Pa
581.5,601.6,575.3,647.3,860,M,S,Pr
542,511,559,546.1,680,M,S,Pr
592,573.2,558.9,665.8,560,M,S,B
362.9,486.2,493.5,485.6,540,F,S,Pa
501.6,523.3,524.5,457.9,540,F,S,Pr
460.6,320.7,472.1,408.2,720,F,S,Pr
458.1,565,590.7,469,700,F,S,Pr
628.4,655,612.9,825.9,820,M,N,B
466.3,416.1,414.9,462.2,480,M,S,Pr
644,680.3,641.6,804.5,840,F,N,B
494.4,586.9,551.9,598.1,860,M,N,B
515.7,442.4,471.2,571.6,660,F,N,Pa
347.3,472.8,485.4,396.9,580,F,S,Pa
610.8,640.8,617.3,665,820,F,N,B
411.5,422.8,502.1,476.1,560,M,S,Pa
453.5,493.6,553.6,659.6,620,F,S,Pr
595.1,545.1,579.4,574.7,840,F,S,B
505.3,571,534.2,670.6,880,M,S,B
535.4,573.6,561.5,543,620,F,S,A
584.5,560.3,544.9,728.2,680,M,N,B
467,451.9,435.3,448,340,F,S,B
474.3,445.2,455.3,486.1,320,F,S,Pr
434.7,539.7,494.8,435.9,600,F,S,Pr
473.5,542.4,573.5,428.7,520,M,S,B
380.4,568.8,486.6,373.8,560,F,S,Pr
424.8,542.6,532.5,389.5,540,F,S,B
405.7,475.3,480.1,481.4,440,F,S,B
557.7,476.2,554.4,522.1,780,F,S,Pr
544.7,561.1,561.8,423.9,620,M,S,Pr
365.4,456.1,378.6,415.6,360,M,S,B
522.3,521.2,424.3,644.6,800,F,S,Pr
372.8,435.1,505.9,420.1,400,F,S,B
513.6,549.5,596.4,487.5,640,F,N,Pr
484.9,553,556.9,485.2,500,M,S,Pa
445.2,391.4,373,416.7,600,F,S,Pr
373.8,423.4,490.8,368.7,560,F,S,Pr
407.2,605.5,505.2,493.5,640,F,S,Pr
411.4,440.1,449.1,377.4,380,M,S,Pr
529.4,560.9,549.7,421.5,500,M,S,Pr
505.7,446.2,543,414.1,600,F,S,B
384.8,429.6,428,426.7,340,F,S,Pr
483.4,510.8,555,534.7,700,F,N,A
442.1,507.1,461.1,497.8,480,M,S,Pr
452.9,467.7,514.1,451.2,540,F,S,B
511.8,565.3,544.4,474.4,620,F,N,Pr
508.7,538.3,465.3,531.4,400,M,S,Pr
502.6,507.7,594.6,640.3,740,M,S,Pr
489.5,462.3,550.6,594.2,560,F,S,B
550,561.3,542.2,612.4,700,M,N,B
572.8,575.4,574.5,466.2,740,F,S,Pr
614.5,601.1,577.8,485.4,560,M,S,Pr
560.1,539.4,589.6,675.2,620,M,S,B
408.6,418.5,479.1,443.3,240,F,S,Pr
568.4,610.8,577.2,732.5,720,M,N,B
507.6,570.6,585.1,668.2,800,F,S,B
466.7,454.3,454.5,417,700,M,N,Pa
498.7,579.9,533.9,653.1,660,F,S,B
536.9,540.6,544.6,438.8,500,M,S,Pr
353.1,381.4,454.6,385.3,360,F,S,A
430.8,513.1,554.5,461.7,620,F,S,B
403.7,397.1,511.5,449.8,480,F,S,B
622.1,639.9,609.1,775.6,680,F,N,B
571.9,616.4,574.8,820.4,940,M,S,B
430.9,562.5,558.5,549.3,440,F,S,B
356.3,499.7,567.4,486.8,580,M,S,Pa
404.6,587.5,527.9,402.7,540,M,S,Pr
572.9,547.7,578.5,597.1,920,F,S,Pr
362.8,536,508.8,497.8,440,M,S,Pr
595.9,625.7,620.5,680.3,780,M,N,Pr
425.1,411.4,471,447.3,520,F,S,Pa
578.7,625.2,574.7,649.4,900,F,N,B
453.4,502.5,472.2,508.3,520,F,S,Pr
672.5,711.1,646.5,725.7,840,M,N,Pa
409.8,482.2,462.2,440.8,560,F,S,Pr
497.9,593.1,585.4,628.1,960,F,S,Pr
435,444.2,502.8,548.4,560,F,S,B
471.5,437.5,536.4,523.7,640,M,N,Pr
526.2,527.8,544.7,657.8,640,M,S,Pr
519.1,573.2,584.5,494.5,720,M,S,Pr
434.4,393.2,480.4,448.3,360,F,S,Pr
550,549.1,564.3,621,560,M,N,Pr
453.2,548.7,505.2,533.3,560,F,S,B
529.3,469.5,532.6,414,580,M,S,Pr
395.2,529.1,478.1,452.8,660,F,S,Pr
538.4,537.7,547.6,570.1,600,F,S,Pr
547.2,503.3,548.2,610.3,360,M,S,Pr
360.1,471.6,512.9,452.9,540,M,S,B
428.4,437.1,539.6,497.9,600,F,S,Pa
413.9,531.7,506.9,485.6,500,F,S,Pr
383.5,466.8,539.5,501.5,620,F,S,Pa
511.7,545.5,553.5,631.3,560,M,S,Pa
402.3,471.8,476.5,489.8,660,F,S,Pr
407.6,512.9,527.5,411.9,640,M,S,B
397,471.1,539.9,481.9,560,F,S,Pr
448.2,568.8,589.7,604.9,800,F,N,B
431.2,394.7,525.3,443.2,200,M,S,Pr
661.1,649.9,668.8,869.9,900,M,S,B
560.2,566.3,605.6,706.5,920,M,N,Pr
360.3,478.6,522.6,443.1,660,F,S,B
563,626.3,621.4,644.6,840,F,N,B
409.9,463.6,323.6,482.6,160,F,S,Pr
575.9,627.7,559.9,744.1,920,M,N,B
512.3,535.1,572.3,657,560,F,S,B
491.5,545.4,485.9,482.2,640,F,S,Pa
531.6,584,558.4,541.2,800,M,S,Pr
505.2,506.3,548.8,440.9,700,F,S,B
453.8,465.4,531.6,395.9,680,F,S,Pa
489.6,454.6,481.6,531.1,700,M,S,B
432.8,395.2,429.5,464.4,580,M,S,Pr
546.4,498.6,450.1,608.9,600,M,S,Pa
408.4,389.2,454.5,517.3,740,F,N,Pr
400.9,481.9,483.6,392.4,680,F,S,Pa
495.4,516.5,552.7,553.2,500,F,S,B
442.7,532,467.2,467.4,760,F,S,Pr
402.5,443.3,479.8,452.5,280,F,S,Pr
463.3,432.2,482.1,397.6,580,F,S,Pr
399.7,402.8,507.6,411.9,560,F,S,Pr
396,514,536.3,466.9,780,F,N,Pr
446.4,471.5,530.2,410.4,480,F,S,Pr
562,612.8,611,679.4,760,M,N,Pr
351.6,423.9,432.1,366.1,600,F,S,Pr
407.7,390,328.4,423.1,500,F,S,Pr
421.2,346.7,490.5,398.5,540,F,S,Pr
390.8,498.8,536,393.5,740,F,S,B
534.3,588.9,558.9,592.2,760,M,S,B
569.7,532.2,479.5,625.2,840,M,N,Pr
399.5,450.7,471.7,504.1,420,M,S,B
577.8,631.3,588.2,729.1,780,F,S,Pr
531.5,563.9,570.4,524.4,660,F,S,B
442.6,485.5,541.6,534.7,860,F,S,B
534.1,534.2,560.8,586.7,600,M,S,B
567.7,594.4,613,720,600,M,S,Pa
409.5,364.6,466.2,461.2,460,F,S,B
391.1,466.9,386,469.6,280,M,S,Pr
527.2,531.8,566.5,448.9,600,M,S,Pa
524.4,535,497.4,516.6,560,F,S,Pr
458.8,471.4,512,580.4,620,F,S,Pr
468.1,517.3,473.6,405,500,M,S,Pr
542.8,529.5,548.9,650.4,860,F,N,B
411.5,519.3,483.1,604.2,700,M,S,B
501.9,567.6,609.4,501.2,640,M,S,B
447.5,475.5,533.2,409.3,600,M,S,Pr
593.4,597.5,586.2,702.6,740,M,N,B
425.5,502,489.1,510.3,620,M,S,Pr
427.3,436.5,474,363.2,340,M,S,Pr
537.8,568.8,574.9,575.3,520,M,N,Pr
587.9,642.3,645.7,673.2,700,F,N,B
485.1,571.1,545.8,543.6,820,F,S,B
542.1,401,548.5,550.3,780,M,S,Pa
416.2,443.5,484.1,362.6,400,F,S,Pr
539.1,611.3,607,432.6,700,F,S,B
470.1,448.7,519,528.7,580,F,S,Pr
505,328.6,322,568.1,800,M,S,Pr
550,617.8,576.8,652.2,700,M,N,B
478.2,560.4,581.7,483.7,720,F,S,B
557.7,619.7,586,543.1,680,F,S,Pr
618.1,560.3,530.1,425.3,540,M,S,Pr
554.2,573.1,530.3,739.1,640,F,N,B
454.3,546.2,520,530.1,620,F,N,A
418.6,445.7,391.2,387,400,M,S,Pr
396.8,491.9,489,391.3,500,M,S,Pa
450.6,541.6,552,516.7,540,F,S,Pr
448.1,549.2,582,675.4,680,M,N,B
578.9,591.5,582.3,729,620,F,S,B
523.9,551.8,584.6,535.1,760,F,S,B
416.9,483.1,520.9,476.3,520,F,S,B
696,712.8,647.1,833.2,920,M,N,Pr
434.1,502.2,491.5,553.1,500,F,S,Pr
398.3,523.8,552.9,417.3,720,F,S,Pr
504.4,529.5,489.3,472.1,520,F,S,Pr
483.6,510.1,514,640.8,620,M,S,Pa
506.5,513.2,430.6,507.5,660,F,S,Pr
475,428,446.6,426.8,440,F,S,Pr
527.1,492.2,443.4,611.4,540,M,S,Pa
393.6,503.2,427.2,457.1,520,M,S,Pr
594.6,633.4,607.8,705.7,940,M,S,Pa
342.3,359.2,401.4,397.4,260,F,S,Pa
477.7,488.3,495.9,559.9,280,M,S,Pr
427.3,554.2,523.8,494.6,700,M,N,B
557.5,555.2,573.1,581.9,540,M,S,B
395.9,529.3,490.8,368.8,560,M,S,Pa
389.1,525.1,503.6,510.4,660,M,S,B
432.9,484.5,530.4,448.2,480,M,S,Pr
444.9,432.6,529.6,421.7,420,F,S,Pr
410.7,450.5,475.2,496.8,520,M,S,Pr
501.5,520.3,523.6,505.8,720,F,S,Pr
363.2,368,522.1,422.9,500,F,N,Pr
424.8,571.9,496.8,479.8,560,F,S,Pr
407.4,449.4,458.4,439.1,600,F,S,Pr
517.1,479.3,462,531.1,520,F,S,B
459.6,470.1,432.1,438.6,280,F,S,Pr
531,543.4,537.9,580,640,M,S,Pr
508.1,535.4,573.9,529.8,640,M,S,B
489.6,504.2,507.9,457.4,540,M,S,B
438.1,578.4,559.2,645.2,480,M,S,B
442.9,536.4,477.8,437.9,700,F,S,Pr
397,520.9,526.4,601.5,580,F,N,Pr
468.4,559.4,540.3,430.3,580,F,S,Pr
563.8,592.1,585.8,666.4,840,F,N,B
386.8,460.6,379,436.3,260,M,S,Pr
451.2,515.1,554.6,450.8,800,F,S,Pr
